Id,Category
781,8
782,5
783,9
784,10
785,8
786,9
787,0
788,8
789,10
790,10
791,8
792,10
793,9
794,7
795,2
796,9
797,2
798,0
799,2
800,9
801,3
802,5
803,8
804,0
805,3
806,10
807,8
808,10
809,5
810,4
811,9
812,5
813,5
814,4
815,4
816,5
817,9
818,10
819,10
820,8
821,8
822,9
823,10
824,2
825,3
826,4
827,4
828,9
829,0
830,10
831,2
832,8
833,0
834,10
835,0
836,5
837,3
838,8
839,3
840,5
841,10
842,5
843,0
844,8
845,9
846,3
847,4
848,8
849,4
850,4
851,9
852,4
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,0
862,2
863,9
864,5
865,9
866,2
867,10
868,8
869,5
870,0
871,10
872,5
873,9
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,9
882,9
883,6
884,5
885,8
886,0
887,5
888,5
889,0
890,6
891,8
892,5
893,4
894,0
895,2
896,3
897,2
898,4
899,9
900,6
901,10
902,8
903,2
904,5
905,0
906,5
907,5
908,9
909,9
910,10
911,8
912,0
913,2
914,2
915,3
916,0
917,3
918,9
919,5
920,0
921,4
922,8
923,9
924,9
925,2
926,5
927,4
928,10
929,9
930,9
931,5
932,2
933,9
934,0
935,5
936,2
937,2
938,8
939,5
940,9
941,5
942,3
943,10
944,2
945,10
946,7
947,8
948,10
949,2
950,10
951,10
952,4
953,9
954,1
955,2
956,6
957,7
958,10
959,5
960,2
961,8
962,2
963,10
964,5
965,5
966,9
967,5
968,2
969,4
970,10
971,0
972,5
973,5
974,0
975,2
976,7
977,5
978,2
979,0
980,2
981,7
982,5
983,9
984,0
985,2
986,8
987,2
988,10
989,9
990,5
991,7
992,8
993,7
994,2
995,8
996,4
997,2
998,9
999,5
1000,9
1001,2
1002,10
1003,7
1004,5
1005,7
1006,3
1007,5
1008,4
1009,5
1010,5
1011,0
1012,6
1013,10
1014,3
1015,10
1016,4
1017,5
1018,2
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,0
1028,2
1029,8
1030,10
1031,4
1032,6
1033,2
1034,8
1035,10
1036,8
1037,8
1038,5
1039,8
1040,9
1041,8
1042,9
1043,4
1044,2
1045,9
1046,2
1047,5
1048,4
1049,9
1050,2
1051,3
1052,9
1053,5
1054,8
1055,9
1056,0
1057,5
1058,5
1059,9
1060,10
1061,10
1062,5
1063,5
1064,2
1065,5
1066,8
1067,4
1068,9
1069,9
1070,9
1071,6
1072,0
1073,9
1074,10
1075,2
1076,0
1077,5
1078,5
1079,10
1080,9
1081,5
1082,2
1083,9
1084,4
1085,3
1086,10
1087,5
1088,1
1089,4
1090,1
1091,10
1092,2
1093,0
1094,5
1095,2
1096,10
1097,2
1098,10
1099,6
1100,9
1101,2
1102,5
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,2
1111,9
1112,2
1113,9
1114,3
1115,3
1116,9
1117,5
1118,5
1119,5
1120,6
1121,9
1122,7
1123,3
1124,2
1125,9
1126,6
1127,2
1128,8
1129,4
1130,1
1131,10
1132,2
1133,10
1134,3
1135,2
1136,0
1137,9
1138,0
1139,8
1140,3
1141,3
1142,9
1143,5
1144,8
1145,10
1146,0
1147,10
1148,5
1149,10
1150,4
1151,2
1152,5
1153,0
1154,2
1155,9
1156,2
1157,5
1158,2
1159,1
1160,9
1161,8
1162,2
1163,9
1164,10
1165,2
1166,0
1167,5
1168,2
1169,5
1170,4
1171,9
1172,7
1173,2
1174,8
1175,0
1176,10
1177,1
1178,4
1179,4
1180,5
1181,6
1182,4
1183,5
1184,2
1185,6
1186,0
1187,5
1188,9
1189,9
1190,7
1191,8
1192,8
1193,9
1194,10
1195,3
1196,0
1197,5
1198,3
1199,9
1200,5
1201,0
1202,2
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,8
1212,5
1213,10
1214,2
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,8
1222,5
1223,10
1224,2
1225,9
1226,9
1227,6
1228,10
1229,9
1230,4
1231,1
1232,10
1233,5
1234,2
1235,8
1236,4
1237,3
1238,0
1239,9
1240,2
1241,2
1242,10
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,2
1252,10
1253,0
1254,5
1255,8
1256,4
1257,10
1258,8
1259,1
1260,2
1261,2
1262,5
1263,0
1264,4
1265,9
1266,5
1267,10
1268,10
1269,8
1270,2
1271,2
1272,2
1273,0
1274,2
1275,0
1276,4
1277,10
1278,10
1279,2
1280,2
1281,2
1282,9
1283,5
1284,2
1285,2
1286,1
1287,10
1288,10
1289,8
1290,8
1291,8
1292,5
1293,5
1294,10
1295,5
1296,2
1297,5
1298,9
1299,0
1300,9
1301,2
1302,8
1303,4
1304,0
1305,9
1306,2
1307,9
1308,2
1309,5
1310,10
1311,3
1312,5
1313,9
1314,8
1315,3
1316,4
1317,8
1318,5
1319,10
1320,2
1321,5
1322,3
1323,9
1324,4
1325,0
1326,5
1327,4
1328,4
1329,9
1330,10
1331,9
1332,2
1333,2
1334,5
1335,4
1336,8
1337,5
1338,9
1339,2
1340,5
1341,8
1342,4
1343,2
1344,9
1345,10
1346,4
1347,7
1348,8
1349,10
1350,10
1351,5
1352,1
1353,2
1354,8
1355,3
1356,5
1357,6
1358,2
1359,9
1360,0
1361,9
1362,5
1363,4
1364,10
1365,10
1366,0
1367,2
1368,10
1369,9
1370,8
1371,9
1372,5
1373,2
1374,9
1375,2
1376,10
1377,8
1378,2
1379,8
1380,4
1381,3
1382,8
1383,10
1384,5
1385,5
1386,4
1387,8
1388,9
1389,8
1390,10
1391,5
1392,2
1393,5
1394,2
1395,2
1396,10
1397,5
1398,8
1399,9
1400,2
1401,9
1402,9
1403,9
1404,9
1405,4
1406,10
1407,5
1408,5
1409,2
1410,4
1411,4
1412,10
1413,8
1414,8
1415,5
1416,8
1417,0
1418,5
1419,0
1420,2
1421,2
1422,5
1423,8
1424,10
1425,5
1426,10
1427,0
1428,2
1429,5
1430,9
1431,7
1432,8
1433,3
1434,8
1435,6
1436,5
1437,2
1438,5
1439,5
1440,9
1441,5
1442,9
1443,8
1444,10
1445,8
1446,2
1447,10
1448,6
1449,8
1450,3
1451,4
1452,8
1453,9
1454,2
1455,4
1456,9
1457,0
1458,4
1459,0
1460,2
1461,5
1462,2
1463,5
1464,9
1465,5
1466,2
1467,9
1468,9
1469,0
1470,2
1471,1
1472,5
1473,2
1474,0
1475,10
1476,9
1477,10
1478,2
1479,6
1480,9
1481,5
1482,9
1483,9
1484,10
1485,5
1486,4
1487,3
1488,8
1489,6
1490,2
1491,8
1492,8
1493,2
1494,10
1495,9
1496,9
1497,0
1498,4
1499,10
1500,10
1501,6
1502,8
1503,9
1504,9
1505,9
1506,5
1507,7
1508,8
1509,5
1510,5
1511,10
1512,2
1513,3
1514,5
1515,9
1516,10
1517,5
1518,8
1519,2
1520,5
1521,2
1522,5
1523,0
1524,9
1525,5
1526,5
1527,4
1528,0
1529,4
1530,10
1531,8
1532,0
1533,4
1534,0
1535,4
1536,3
1537,2
1538,5
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,2
1548,10
1549,4
1550,2
1551,8
1552,6
1553,10
1554,5
1555,0
1556,5
1557,2
1558,0
1559,9
1560,5
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,2
1568,9
1569,4
1570,3
1571,2
1572,10
1573,2
1574,10
1575,4
1576,2
1577,2
1578,2
1579,7
1580,9
1581,2
1582,8
1583,9
1584,8
1585,0
1586,4
1587,5
1588,2
1589,4
1590,8
1591,10
1592,9
1593,10
1594,8
1595,4
1596,10
1597,10
1598,3
1599,10
1600,9
1601,4
1602,5
1603,9
1604,8
1605,8
1606,3
1607,5
1608,7
1609,6
1610,9
1611,2
1612,9
1613,1
1614,6
1615,7
1616,0
1617,9
1618,3
1619,5
1620,4
1621,4
1622,2
1623,5
1624,2
1625,2
1626,5
1627,2
1628,9
1629,1
1630,5
1631,5
1632,5
1633,3
1634,8
1635,0
1636,3
1637,5
1638,5
1639,1
1640,5
1641,0
1642,5
1643,2
1644,9
1645,2
1646,9
1647,5
1648,1
1649,8
1650,10
1651,5
1652,5
1653,8
1654,9
1655,3
1656,2
1657,8
1658,5
1659,4
1660,8
1661,2
1662,1
1663,5
1664,5
1665,7
1666,8
1667,0
1668,0
1669,4
1670,0
1671,2
1672,6
1673,8
1674,9
1675,4
1676,5
1677,10
1678,5
1679,0
1680,10
1681,5
1682,4
1683,3
1684,5
1685,5
1686,8
1687,8
1688,8
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,9
1698,9
1699,5
1700,4
1701,9
1702,8
1703,0
1704,0
1705,8
1706,5
1707,10
1708,0
1709,6
1710,3
1711,10
1712,5
1713,4
1714,4
1715,2
1716,10
1717,5
1718,9
1719,5
1720,2
1721,5
1722,4
1723,0
1724,9
1725,2
1726,0
1727,10
1728,2
1729,3
1730,2
1731,8
1732,9
1733,2
1734,0
1735,3
1736,2
1737,6
1738,3
1739,8
1740,5
1741,1
1742,9
1743,9
1744,3
1745,0
1746,10
1747,4
1748,9
1749,9
1750,0
1751,5
1752,3
1753,10
1754,10
1755,5
1756,3
1757,6
1758,5
1759,9
1760,2
1761,4
1762,9
1763,6
1764,2
1765,9
1766,3
1767,5
1768,5
1769,8
1770,5
1771,8
1772,10
1773,5
1774,4
1775,5
1776,10
1777,9
1778,2
1779,5
1780,4
1781,8
1782,5
1783,9
1784,9
1785,9
1786,8
1787,8
1788,4
1789,9
1790,8
1791,1
1792,2
1793,0
1794,9
1795,7
1796,5
1797,2
1798,2
1799,2
1800,1
1801,4
1802,5
1803,8
1804,6
1805,0
1806,9
1807,2
1808,9
1809,4
1810,9
1811,4
1812,5
1813,9
1814,10
1815,2
1816,2
1817,0
1818,8
1819,10
1820,9
1821,10
1822,9
1823,0
1824,2
1825,2
1826,2
1827,9
1828,9
1829,5
1830,5
1831,2
1832,9
1833,2
1834,6
1835,2
1836,10
1837,9
1838,2
1839,2
1840,4
1841,8
1842,2
1843,8
1844,5
1845,5
1846,5
1847,5
1848,3
1849,8
1850,2
1851,5
1852,8
1853,4
1854,7
1855,2
1856,6
1857,0
1858,1
1859,6
1860,5
1861,2
1862,0
1863,5
1864,8
1865,2
1866,2
1867,2
1868,1
1869,0
1870,1
1871,5
1872,0
1873,10
1874,0
1875,10
1876,8
1877,10
1878,5
1879,6
1880,3
1881,8
1882,5
1883,3
1884,10
1885,3
1886,2
1887,5
1888,5
1889,9
1890,4
1891,2
1892,9
1893,8
1894,1
1895,0
1896,3
1897,5
1898,0
1899,5
1900,8
1901,9
1902,5
1903,0
1904,8
1905,2
1906,3
1907,5
1908,1
1909,5
1910,10
1911,10
1912,0
1913,2
1914,9
1915,9
1916,5
1917,5
1918,8
1919,3
1920,2
1921,8
1922,10
1923,3
1924,8
1925,5
1926,5
1927,3
1928,8
1929,3
1930,5
1931,8
1932,4
1933,2
1934,5
1935,8
1936,10
1937,0
1938,2
1939,0
1940,0
1941,10
1942,8
1943,9
1944,0
1945,9
1946,5
1947,8
1948,10
1949,5
1950,2
1951,3
1952,10
1953,6
1954,10
1955,2
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,9
1963,5
1964,8
1965,10
1966,5
1967,8
1968,6
1969,5
1970,6
1971,2
1972,5
1973,9
1974,0
1975,4
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,8
1986,9
1987,3
1988,9
1989,8
1990,3
1991,4
1992,10
1993,8
1994,5
1995,8
1996,8
1997,0
1998,5
1999,2
2000,5
2001,5
2002,9
2003,5
2004,5
2005,2
2006,10
2007,9
2008,9
2009,5
2010,1
2011,9
2012,7
2013,0
2014,6
2015,2
2016,7
2017,8
2018,9
2019,8
2020,2
2021,0
2022,0
2023,9
2024,0
2025,2
2026,4
2027,0
2028,4
2029,7
2030,2
2031,8
2032,10
2033,3
2034,0
2035,8
2036,2
2037,6
2038,5
2039,10
2040,0
2041,9
2042,5
2043,7
2044,2
2045,5
2046,2
2047,8
2048,2
2049,9
2050,2
2051,3
2052,7
2053,2
2054,7
2055,0
2056,0
2057,10
2058,2
2059,9
2060,4
2061,5
2062,10
2063,0
2064,10
2065,3
2066,5
2067,8
2068,3
2069,3
2070,5
2071,9
2072,5
2073,2
2074,4
2075,9
2076,8
2077,6
2078,4
2079,8
2080,1
2081,4
2082,9
2083,8
2084,8
2085,5
2086,9
2087,2
2088,10
2089,0
2090,9
2091,4
2092,3
2093,3
2094,5
2095,8
2096,0
2097,5
2098,7
2099,10
2100,2
2101,5
2102,4
2103,5
2104,5
2105,8
2106,5
2107,5
2108,5
2109,5
2110,5
2111,2
2112,9
2113,9
2114,5
2115,8
2116,6
2117,5
2118,10
2119,10
2120,9
2121,5
2122,9
2123,10
2124,5
2125,0
2126,9
2127,4
2128,10
2129,10
2130,6
2131,9
2132,9
2133,10
2134,1
2135,5
2136,8
2137,6
2138,6
2139,5
2140,10
2141,9
2142,4
2143,6
2144,6
2145,4
2146,0
2147,3
2148,4
2149,8
2150,2
2151,9
2152,8
2153,10
2154,2
2155,3
2156,8
2157,3
2158,5
2159,5
2160,0
2161,0
2162,5
2163,5
2164,10
2165,2
2166,2
2167,10
2168,8
2169,2
2170,5
2171,10
2172,9
2173,5
2174,0
2175,3
2176,5
2177,6
2178,7
2179,9
2180,2
2181,5
2182,2
2183,0
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,5
2191,9
2192,5
2193,2
2194,9
2195,2
2196,9
2197,8
2198,10
2199,5
2200,4
2201,2
2202,4
2203,5
2204,0
2205,2
2206,2
2207,2
2208,0
2209,2
2210,2
2211,10
2212,0
2213,5
2214,2
2215,5
2216,0
2217,5
2218,8
2219,9
2220,0
2221,4
2222,6
2223,2
2224,2
2225,1
2226,2
2227,5
2228,10
2229,9
2230,0
2231,2
2232,3
2233,8
2234,2
2235,6
2236,10
2237,2
2238,8
2239,10
2240,10
2241,1
2242,0
2243,8
2244,9
2245,9
2246,9
2247,2
2248,8
2249,8
2250,0
2251,2
2252,3
2253,6
2254,2
2255,10
2256,1
2257,1
2258,5
2259,9
2260,4
2261,5
2262,3
2263,5
2264,10
2265,4
2266,10
2267,7
2268,8
2269,2
2270,8
2271,9
2272,2
2273,2
2274,8
2275,9
2276,2
2277,8
2278,8
2279,8
2280,5
2281,2
2282,8
2283,3
2284,5
2285,2
2286,2
2287,5
2288,9
2289,8
2290,5
2291,4
2292,10
2293,0
2294,0
2295,9
2296,7
2297,5
2298,2
2299,8
2300,4
2301,9
2302,8
2303,6
2304,2
2305,5
2306,8
2307,10
2308,10
2309,5
2310,5
2311,5
2312,5
2313,4
2314,9
2315,2
2316,2
2317,4
2318,9
2319,9
2320,5
2321,2
2322,5
2323,10
2324,9
2325,10
2326,2
2327,4
2328,5
2329,6
2330,5
2331,4
2332,4
2333,6
2334,5
2335,2
2336,4
2337,7
2338,2
2339,10
2340,10
2341,0
2342,2
2343,9
2344,5
2345,8
2346,5
2347,8
2348,5
2349,3
2350,8
2351,0
2352,7
2353,9
2354,4
2355,9
2356,4
2357,6
2358,2
2359,10
2360,8
2361,7
2362,5
2363,9
2364,0
2365,7
2366,5
2367,10
2368,0
2369,10
2370,2
2371,6
2372,5
2373,8
2374,5
2375,5
2376,0
2377,8
2378,10
2379,5
2380,9
2381,5
2382,10
2383,4
2384,10
2385,4
2386,5
2387,2
2388,9
2389,0
2390,4
2391,2
2392,4
2393,3
2394,5
2395,5
2396,3
2397,1
2398,5
2399,3
2400,5
2401,2
2402,10
2403,2
2404,2
2405,10
2406,9
2407,8
2408,6
2409,2
2410,5
2411,2
2412,8
2413,9
2414,8
2415,8
2416,8
2417,3
2418,0
2419,9
2420,5
2421,8
2422,9
2423,5
2424,9
2425,2
2426,10
2427,5
2428,5
2429,6
2430,2
2431,4
2432,8
2433,5
2434,5
2435,2
2436,0
2437,3
2438,9
2439,9
2440,8
2441,9
2442,2
2443,10
2444,5
2445,3
2446,5
2447,8
2448,0
2449,5
2450,6
2451,8
2452,6
2453,8
2454,4
2455,10
2456,8
2457,10
2458,5
2459,1
2460,10
2461,0
2462,5
2463,2
2464,9
2465,10
2466,9
2467,8
2468,5
2469,1
2470,9
2471,10
2472,2
2473,5
2474,8
2475,0
2476,5
2477,0
2478,2
2479,8
2480,4
2481,0
2482,9
2483,2
2484,2
2485,7
2486,10
2487,3
2488,9
2489,6
2490,4
2491,9
2492,10
2493,5
2494,5
2495,5
2496,9
2497,2
2498,4
2499,8
2500,3
2501,8
2502,5
2503,5
2504,5
2505,9
2506,2
2507,2
2508,0
2509,8
2510,10
2511,1
2512,3
2513,0
2514,9
2515,4
2516,10
2517,5
2518,8
2519,2
2520,2
2521,8
2522,8
2523,9
2524,9
2525,8
2526,9
2527,8
2528,4
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,5
2540,3
2541,9
2542,9
2543,2
2544,3
2545,8
2546,2
2547,8
2548,2
2549,10
2550,10
2551,9
2552,8
2553,5
2554,0
2555,2
2556,2
2557,10
2558,10
2559,4
2560,10
2561,2
2562,0
2563,8
2564,9
2565,8
2566,2
2567,5
2568,2
2569,5
2570,9
2571,10
2572,2
2573,5
2574,9
2575,9
2576,5
2577,2
2578,8
2579,2
2580,8
2581,8
2582,9
2583,9
2584,10
2585,8
2586,9
2587,0
2588,2
2589,4
2590,5
2591,4
2592,2
2593,5
2594,5
2595,10
2596,8
2597,9
2598,0
2599,0
2600,10
2601,10
2602,2
2603,5
2604,1
2605,9
2606,8
2607,6
2608,5
2609,5
2610,4
2611,4
2612,3
2613,5
2614,5
2615,5
2616,2
2617,6
2618,2
2619,10
2620,5
2621,10
2622,5
2623,9
2624,2
2625,9
2626,9
2627,9
2628,10
2629,8
2630,2
2631,2
2632,8
2633,8
2634,2
2635,7
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,10
2643,8
2644,5
2645,6
2646,8
2647,2
2648,0
2649,5
2650,0
2651,5
2652,0
2653,1
2654,2
2655,10
2656,3
2657,8
2658,5
2659,9
2660,9
2661,7
2662,5
2663,3
2664,4
2665,9
2666,5
2667,10
2668,9
2669,0
2670,9
2671,5
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,9
2679,0
2680,4
2681,5
2682,10
2683,8
2684,9
2685,0
2686,5
2687,2
2688,5
2689,0
2690,9
2691,5
2692,0
2693,0
2694,3
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,3
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,0
2712,3
2713,9
2714,10
2715,9
2716,8
2717,0
2718,3
2719,5
2720,9
2721,10
2722,8
2723,7
2724,3
2725,2
2726,6
2727,2
2728,8
2729,8
2730,0
2731,5
2732,0
2733,4
2734,9
2735,9
2736,6
2737,10
2738,9
2739,2
2740,2
2741,5
2742,9
2743,5
2744,6
2745,2
2746,8
2747,0
2748,10
2749,2
2750,8
2751,0
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,2
2759,10
2760,9
2761,0
2762,5
2763,3
2764,2
2765,5
2766,6
2767,4
2768,10
2769,9
2770,6
2771,9
2772,2
2773,8
2774,3
2775,4
2776,5
2777,2
2778,2
2779,10
2780,5
2781,8
2782,9
2783,5
2784,8
2785,9
2786,2
2787,9
2788,10
2789,2
2790,8
2791,3
2792,9
2793,8
2794,2
2795,8
2796,5
2797,2
2798,8
2799,9
2800,0
2801,0
2802,2
2803,2
2804,3
2805,10
2806,10
2807,8
2808,5
2809,9
2810,9
2811,5
2812,8
2813,2
2814,2
2815,10
2816,9
2817,3
2818,0
2819,2
2820,5
2821,5
2822,1
2823,5
2824,9
2825,5
2826,9
2827,4
2828,2
2829,8
2830,5
2831,9
2832,0
2833,0
2834,5
2835,0
2836,10
2837,4
2838,5
2839,5
2840,5
2841,0
2842,5
2843,3
2844,9
2845,8
2846,2
2847,0
2848,5
2849,8
2850,2
2851,0
2852,0
2853,8
2854,10
2855,9
2856,10
2857,10
2858,8
2859,4
2860,8
2861,9
2862,9
2863,0
2864,9
2865,5
2866,10
2867,4
2868,6
2869,5
2870,8
2871,8
2872,3
2873,5
2874,2
2875,0
2876,8
2877,9
2878,0
2879,2
2880,2
2881,3
2882,6
2883,8
2884,0
2885,9
2886,3
2887,2
2888,10
2889,10
2890,9
2891,8
2892,2
2893,8
2894,2
2895,2
2896,9
2897,8
2898,9
2899,5
2900,9
2901,10
2902,8
2903,2
2904,4
2905,2
2906,1
2907,8
2908,2
2909,5
2910,9
2911,5
2912,4
2913,5
2914,9
2915,8
2916,2
2917,9
2918,8
2919,5
2920,5
2921,3
2922,5
2923,9
2924,3
2925,2
2926,1
2927,0
2928,4
2929,9
2930,0
2931,3
2932,8
2933,9
2934,9
2935,8
2936,10
2937,9
2938,0
2939,8
2940,2
2941,4
2942,5
2943,2
2944,5
2945,0
2946,9
2947,4
2948,4
2949,10
2950,10
2951,2
2952,0
2953,5
2954,2
2955,4
2956,8
2957,10
2958,5
2959,8
2960,5
2961,4
2962,9
2963,9
2964,0
2965,3
2966,0
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,5
2976,5
2977,4
2978,10
2979,5
2980,8
2981,4
2982,2
2983,8
2984,7
2985,1
2986,9
2987,5
2988,7
2989,9
2990,9
2991,5
2992,5
2993,7
2994,9
2995,9
2996,5
